1,1/1/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,365.979,444.305,527.179,605.642,687.08,769.586,864.293,944.695
2,1/2/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,373.092,451.274,533.985,612.406,695.598,777.388,871.68,951.735
3,1/3/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,380.17,458.15,540.83,619.228,703.418,784.117,878.126,949.7
4,1/4/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,307.185,387.213,464.739,547.717,626.109,709.699,790.993,884.853,949.7
5,1/5/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,313.607,394.22,471.397,554.643,633.049,716.171,798.293,891.861,949.7
6,1/6/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,320.065,401.123,478.122,561.655,640.048,722.834,805.944,899.503,949.7
7,1/7/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,326.558,407.91,484.915,568.704,647.105,729.689,813.672,907.322,949.7
8,1/8/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,333.088,414.719,491.776,575.781,654.221,736.735,821.804,914.883,949.7
9,1/9/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,339.653,421.55,498.705,582.887,661.395,743.983,829.89,921.706,949.7
10,1/10/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,346.255,428.403,505.703,590.022,668.804,751.74,836.864,928.249,949.7
11,1/11/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,352.843,435.277,512.718,597.185,676.346,759.576,842.978,935.019,949.7
12,1/12/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,359.448,442.174,519.765,604.377,683.916,767.491,850.434,942.015,949.7
13,1/13/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,304,366.115,449.047,526.901,611.598,691.515,775.486,858.595,949.238,949.7
14,1/14/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,304,372.844,455.895,534.125,618.847,699.143,783.56,866.575,949.7,949.7
15,1/15/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,304,379.635,462.799,541.438,626.126,706.799,791.713,874.374,949.7,949.7
16,1/16/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,304,386.489,469.758,548.84,633.437,714.485,799.903,881.991,949.7,949.7
17,1/17/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,323.719,393.405,476.771,556.33,640.777,722.198,807.92,889.426,949.7,949.7
18,1/18/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,330.586,400.407,483.84,563.909,648.145,729.941,816.137,896.627,949.7,949.7
19,1/19/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,337.477,407.525,490.963,571.577,655.541,737.712,824.554,903.617,949.7,949.7
20,1/20/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,344.373,414.677,498.137,579.333,662.965,745.512,833.169,912.459,949.7,949.7
21,1/21/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,351.105,421.863,505.332,587.21,670.417,753.341,841.985,920.301,949.7,949.7
22,1/22/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,357.905,429.083,512.596,595.333,677.896,761.199,851,925.834,949.7,949.7
23,1/23/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,364.775,436.337,519.927,603.442,685.404,769.085,860.888,932.212,949.7,949.7
24,1/24/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,371.714,443.626,527.328,611.539,692.94,777,870.512,939.576,949.7,949.7
25,1/25/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,304.933,378.721,450.914,534.796,619.624,700.504,784.944,879.855,947.924,949.7,949.7
26,1/26/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,313.131,385.798,458.172,542.333,627.644,708.095,792.916,888.917,949.7,949.7,949.7
27,1/27/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,321.182,392.944,465.504,549.999,635.366,715.715,800.917,897.696,949.7,949.7,949.7
28,1/28/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,329.088,400.159,472.908,557.834,643.108,723.363,808.947,906.195,949.7,949.7,949.7
29,1/29/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,336.847,407.443,480.385,565.669,650.87,731.038,816.623,914.412,949.7,949.7,949.7
30,1/30/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,344.271,414.796,487.934,573.504,658.652,738.742,824.226,922.347,949.7,949.7,949.7
31,1/31/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,351.487,422.401,495.557,581.339,666.454,746.474,831.984,930.001,949.7,949.7,949.7
32,2/1/2018,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,300,358.748,430.374,503.457,589.174,674.276,754.233,839.897,937.373,949.7,949.7,949.7
33,2/2/2018,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300.143,300,300,300,300,300,300,300,366.055,438.352,511.449,597.009,682.119,762.021,847.965,944.464,949.7,949.7,949.7
34,2/3/2018,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,297.114,300,300,305.974,373.407,446.333,519.397,604.873,689.981,769.836,856.187,949.7,949.7,949.7,949.7
35,2/4/2018,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,294.015,300,300,313.098,380.794,454.318,527.302,612.726,697.864,777.68,864.565,949.7,949.7,949.7,949.7
36,2/5/2018,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,290.846,300,300,320.266,388.228,462.306,535.163,620.568,705.767,785.552,873.097,949.7,949.7,949.7,949.7
37,2/6/2018,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,287.607,300,300,327.477,395.708,470.299,542.981,628.399,713.69,793.451,881.784,949.7,949.7,949.7,949.7
